order_id,supplier_id,total_emissions,budget,violation_type,compliance
O01522,S026,269.88,250,COMPLIANT,FAIL
O01532,S025,250.29,150,COMPLIANT,FAIL
O01533,S043,250.63,250,CARBON_VIOLATION,FAIL
O01538,S029,160.89,150,COMPLIANT,FAIL
O01541,S047,603.63,150,CARBON_VIOLATION,FAIL
O01544,S041,174.73,150,COMPLIANT,FAIL
O01546,S009,155.53,150,COMPLIANT,FAIL
O01547,S047,295.83,250,COMPLIANT,FAIL
O01556,S028,166.08,150,COMPLIANT,FAIL
O01559,S006,307.94,150,COMPLIANT,FAIL
O01560,S021,190.3,150,COMPLIANT,FAIL
O01561,S027,164.35,150,COMPLIANT,FAIL
O01563,S048,375.41,300,COMPLIANT,FAIL
O01571,S013,197.22000000000003,150,COMPLIANT,FAIL
O01573,S024,656.58,300,COMPLIANT,FAIL
O01574,S014,380.6,150,COMPLIANT,FAIL
O01581,S044,677.76,150,CARBON_VIOLATION,FAIL
O01589,S045,723.65,150,COMPLIANT,FAIL
O01591,S017,826.02,250,COMPLIANT,FAIL
O01595,S024,358.98,250,PROCESS_VIOLATION,FAIL
O01606,S024,321.78,250,COMPLIANT,FAIL
O01607,S034,162.12,150,PROCESS_VIOLATION,FAIL
O01610,S048,375.41,250,COMPLIANT,FAIL
O01614,S045,723.65,150,COMPLIANT,FAIL
O01619,S026,269.88,250,COMPLIANT,FAIL
O01620,S003,223.17,150,COMPLIANT,FAIL
O01625,S048,766.01,250,DATA_QUALITY_ISSUE,FAIL
O01626,S007,179.92,150,COMPLIANT,FAIL
O01628,S007,179.92,150,COMPLIANT,FAIL
O01629,S021,190.3,150,COMPLIANT,FAIL
O01636,S042,501.26,300,COMPLIANT,FAIL
O01637,S039,236.51,150,CARBON_VIOLATION,FAIL
O01640,S007,179.92,150,COMPLIANT,FAIL
O01643,S041,174.73,150,COMPLIANT,FAIL
O01647,S026,269.88,150,COMPLIANT,FAIL
O01649,S029,328.29,300,COMPLIANT,FAIL
O01655,S022,533.39,250,PROCESS_VIOLATION,FAIL
O01656,S041,174.73,150,COMPLIANT,FAIL
O01659,S017,358.02000000000004,250,PROCESS_VIOLATION,FAIL
O01660,S048,223.51,150,COMPLIANT,FAIL
O01662,S003,197.37,150,PROCESS_VIOLATION,FAIL
O01664,S017,404.8200000000001,250,COMPLIANT,FAIL
O01669,S028,166.08,150,COMPLIANT,FAIL
O01671,S025,857.7900000000001,300,COMPLIANT,FAIL
O01672,S050,188.57,150,COMPLIANT,FAIL
O01673,S025,420.39,150,COMPLIANT,FAIL
O01675,S041,174.73,150,COMPLIANT,FAIL
O01678,S015,262.96,250,DATA_QUALITY_ISSUE,FAIL
O01681,S005,191.58,150,COMPLIANT,FAIL
O01682,S003,455.37,300,CARBON_VIOLATION,FAIL
O01683,S022,247.39,150,COMPLIANT,FAIL
O01684,S030,166.08,150,COMPLIANT,FAIL
O01691,S032,152.24,150,COMPLIANT,FAIL
O01693,S036,222.48,150,COMPLIANT,FAIL
O01694,S024,656.58,250,CARBON_VIOLATION,FAIL
O01695,S024,656.58,150,COMPLIANT,FAIL
O01696,S032,152.24,150,COMPLIANT,FAIL
O01697,S024,321.78,150,COMPLIANT,FAIL
O01699,S018,455.37,300,COMPLIANT,FAIL
O01702,S042,501.26,300,COMPLIANT,FAIL
O01704,S026,160.68,150,COMPLIANT,FAIL
O01708,S036,762.48,250,CARBON_VIOLATION,FAIL
O01713,S036,373.68,150,COMPLIANT,FAIL
O01714,S048,766.01,150,COMPLIANT,FAIL
O01719,S047,295.83,250,COMPLIANT,FAIL
O01720,S005,321.78,300,COMPLIANT,FAIL
O01722,S044,332.16,250,COMPLIANT,FAIL
O01726,S011,223.88,150,PROCESS_VIOLATION,FAIL
O01730,S044,332.16,250,COMPLIANT,FAIL
O01733,S021,190.3,150,DATA_QUALITY_ISSUE,FAIL
O01735,S017,404.8200000000001,250,COMPLIANT,FAIL
O01736,S014,226.6,150,DATA_QUALITY_ISSUE,FAIL
O01738,S017,826.02,300,COMPLIANT,FAIL
O01745,S049,193.0,150,PROCESS_VIOLATION,FAIL
O01747,S042,245.66000000000005,150,COMPLIANT,FAIL
O01763,S015,262.96,150,COMPLIANT,FAIL
O01772,S006,628.34,250,COMPLIANT,FAIL
O01774,S048,375.41,300,DATA_QUALITY_ISSUE,FAIL
O01777,S001,155.7,150,COMPLIANT,FAIL
O01778,S013,402.42,300,COMPLIANT,FAIL
O01783,S014,380.6,300,COMPLIANT,FAIL
O01784,S006,628.34,250,COMPLIANT,FAIL
O01786,S044,332.16,150,COMPLIANT,FAIL
O01787,S025,420.39,150,COMPLIANT,FAIL
O01788,S003,481.17,150,PROCESS_VIOLATION,FAIL
O01789,S042,245.66000000000005,150,COMPLIANT,FAIL
O01790,S036,805.68,150,PROCESS_VIOLATION,FAIL
O01798,S014,380.6,150,COMPLIANT,FAIL
O01803,S011,409.48,250,CARBON_VIOLATION,FAIL
O01804,S025,857.7900000000001,150,COMPLIANT,FAIL
O01807,S048,223.51,150,COMPLIANT,FAIL
O01808,S023,193.76,150,COMPLIANT,FAIL
O01812,S014,226.6,150,COMPLIANT,FAIL
O01814,S045,211.15,150,COMPLIANT,FAIL
O01815,S014,776.6,150,COMPLIANT,FAIL
O01818,S025,857.7900000000001,300,COMPLIANT,FAIL
O01819,S024,656.58,250,COMPLIANT,FAIL
O01824,S009,261.23,150,COMPLIANT,FAIL
O01826,S017,826.02,150,COMPLIANT,FAIL
O01828,S036,719.28,250,PROCESS_VIOLATION,FAIL
O01831,S048,375.41,250,COMPLIANT,FAIL
O01838,S015,262.96,250,COMPLIANT,FAIL
O01843,S005,191.58,150,COMPLIANT,FAIL
O01847,S047,603.63,150,COMPLIANT,FAIL
O01849,S042,245.66000000000005,150,COMPLIANT,FAIL
O01852,S021,388.3,300,COMPLIANT,FAIL
O01853,S017,826.02,150,COMPLIANT,FAIL
O01854,S026,269.88,150,COMPLIANT,FAIL
O01855,S002,444.78,300,CARBON_VIOLATION,FAIL
O01857,S022,247.39,150,DATA_QUALITY_ISSUE,FAIL
O01858,S005,191.58,150,COMPLIANT,FAIL
O01859,S018,223.17,150,COMPLIANT,FAIL
O01868,S023,193.76,150,COMPLIANT,FAIL
O01870,S021,388.3,150,CARBON_VIOLATION,FAIL
O01872,S014,776.6,250,COMPLIANT,FAIL
O01875,S041,356.53,300,CARBON_VIOLATION,FAIL
O01876,S050,384.77,250,CARBON_VIOLATION,FAIL
O01877,S025,420.39,250,COMPLIANT,FAIL
O01880,S015,262.96,250,COMPLIANT,FAIL
O01882,S047,210.33,150,PROCESS_VIOLATION,FAIL
O01883,S045,723.65,250,DATA_QUALITY_ISSUE,FAIL
O01886,S048,766.01,150,CARBON_VIOLATION,FAIL
O01893,S032,152.24,150,COMPLIANT,FAIL
O01897,S021,388.3,150,COMPLIANT,FAIL
O01898,S049,173.0,150,COMPLIANT,FAIL
O01899,S014,776.6,250,COMPLIANT,FAIL
O01902,S047,295.83,250,COMPLIANT,FAIL
O01903,S045,723.65,150,COMPLIANT,FAIL
O01904,S044,332.16,300,COMPLIANT,FAIL
O01907,S015,293.36,250,PROCESS_VIOLATION,FAIL
O01908,S015,262.96,250,DATA_QUALITY_ISSUE,FAIL
O01910,S025,857.7900000000001,150,COMPLIANT,FAIL
O01912,S015,262.96,250,COMPLIANT,FAIL
O01914,S025,857.7900000000001,300,COMPLIANT,FAIL
O01917,S033,242.2,150,COMPLIANT,FAIL
O01918,S007,159.12,150,PROCESS_VIOLATION,FAIL
O01919,S021,190.3,150,DATA_QUALITY_ISSUE,FAIL
O01920,S009,533.03,250,COMPLIANT,FAIL
O01922,S011,200.68,150,COMPLIANT,FAIL
O01924,S045,723.65,250,COMPLIANT,FAIL
O01928,S046,208.27,150,COMPLIANT,FAIL
O01930,S007,367.12,300,CARBON_VIOLATION,FAIL
O01933,S009,155.53,150,COMPLIANT,FAIL
O01937,S026,269.88,150,COMPLIANT,FAIL
O01938,S017,404.8200000000001,250,COMPLIANT,FAIL
O01940,S027,164.35,150,DATA_QUALITY_ISSUE,FAIL
O01945,S015,536.5600000000001,250,CARBON_VIOLATION,FAIL
O01947,S048,766.01,250,COMPLIANT,FAIL
O01951,S009,533.03,250,CARBON_VIOLATION,FAIL
O01954,S033,242.2,150,COMPLIANT,FAIL
O01961,S044,332.16,250,COMPLIANT,FAIL
O01978,S034,296.52,150,COMPLIANT,FAIL
O01979,S002,444.78,150,COMPLIANT,FAIL
O01982,S047,603.63,300,COMPLIANT,FAIL
O01986,S024,656.58,250,COMPLIANT,FAIL
O01991,S014,776.6,150,COMPLIANT,FAIL
O01992,S033,494.2,150,COMPLIANT,FAIL
O01996,S045,723.65,250,COMPLIANT,FAIL
O01997,S012,208.27,150,CARBON_VIOLATION,FAIL
O01999,S024,191.58,150,COMPLIANT,FAIL
O02004,S044,197.76,150,COMPLIANT,FAIL
O02005,S025,420.39,300,COMPLIANT,FAIL
O02007,S048,766.01,250,COMPLIANT,FAIL
O02013,S001,155.7,150,COMPLIANT,FAIL
O02015,S025,250.29,250,COMPLIANT,FAIL
O02018,S025,857.7900000000001,250,COMPLIANT,FAIL
O02022,S025,857.7900000000001,150,COMPLIANT,FAIL
O02025,S033,242.2,150,COMPLIANT,FAIL
O02026,S030,166.08,150,COMPLIANT,FAIL
O02031,S024,321.78,250,COMPLIANT,FAIL
O02032,S013,197.22000000000003,150,COMPLIANT,FAIL
O02035,S047,295.83,150,DATA_QUALITY_ISSUE,FAIL
O02038,S045,211.15,150,COMPLIANT,FAIL
O02041,S048,223.51,150,COMPLIANT,FAIL
O02046,S025,857.7900000000001,150,COMPLIANT,FAIL
O02049,S036,762.48,300,COMPLIANT,FAIL
O02052,S025,420.39,150,COMPLIANT,FAIL
O02056,S006,307.94,300,COMPLIANT,FAIL
O02062,S005,321.78,150,COMPLIANT,FAIL
O02063,S045,211.15,150,COMPLIANT,FAIL
O02066,S030,338.88,150,COMPLIANT,FAIL
O02068,S029,328.29,150,CARBON_VIOLATION,FAIL
O02075,S006,592.74,250,PROCESS_VIOLATION,FAIL
O02076,S022,247.39,150,COMPLIANT,FAIL
O02078,S025,250.29,250,COMPLIANT,FAIL
O02079,S030,166.08,150,COMPLIANT,FAIL
O02080,S015,262.96,150,COMPLIANT,FAIL
O02084,S024,656.58,250,COMPLIANT,FAIL
O02085,S032,152.24,150,COMPLIANT,FAIL
O02090,S050,188.57,150,COMPLIANT,FAIL
O02097,S049,353.0,300,CARBON_VIOLATION,FAIL
O02100,S032,152.24,150,COMPLIANT,FAIL
O02102,S014,776.6,250,COMPLIANT,FAIL
O02104,S036,762.48,250,DATA_QUALITY_ISSUE,FAIL
O02109,S028,338.88,300,COMPLIANT,FAIL
O02111,S011,409.48,300,CARBON_VIOLATION,FAIL
O02114,S036,373.68,150,COMPLIANT,FAIL
O02116,S009,155.53,150,COMPLIANT,FAIL
O02117,S025,250.29,250,COMPLIANT,FAIL
O02118,S006,307.94,250,COMPLIANT,FAIL
O02119,S024,656.58,250,DATA_QUALITY_ISSUE,FAIL
O02120,S025,250.29,150,COMPLIANT,FAIL
O02122,S048,766.01,150,COMPLIANT,FAIL
O02124,S024,228.78,150,PROCESS_VIOLATION,FAIL
O02125,S005,321.78,300,COMPLIANT,FAIL
O02128,S014,226.6,150,COMPLIANT,FAIL
O02131,S024,191.58,150,COMPLIANT,FAIL
O02132,S044,332.16,250,COMPLIANT,FAIL
O02134,S045,723.65,150,COMPLIANT,FAIL
O02135,S003,248.97,150,PROCESS_VIOLATION,FAIL
O02136,S014,776.6,150,COMPLIANT,FAIL
O02138,S005,321.78,250,COMPLIANT,FAIL
O02143,S016,155.7,150,DATA_QUALITY_ISSUE,FAIL
O02148,S044,677.76,150,COMPLIANT,FAIL
O02150,S024,321.78,250,COMPLIANT,FAIL
O02152,S006,592.74,300,PROCESS_VIOLATION,FAIL
O02156,S015,262.96,250,COMPLIANT,FAIL
O02158,S006,628.34,250,COMPLIANT,FAIL
O02161,S033,242.2,150,COMPLIANT,FAIL
O02167,S010,174.73,150,COMPLIANT,FAIL
O02168,S006,307.94,150,COMPLIANT,FAIL
O02170,S025,420.39,300,COMPLIANT,FAIL
O02171,S002,217.98,150,COMPLIANT,FAIL
O02176,S032,310.64000000000004,250,CARBON_VIOLATION,FAIL
O02177,S045,723.65,150,COMPLIANT,FAIL
O02179,S047,637.8299999999999,250,PROCESS_VIOLATION,FAIL
O02180,S014,776.6,300,COMPLIANT,FAIL
O02185,S047,603.63,250,COMPLIANT,FAIL
O02187,S042,245.66000000000005,150,COMPLIANT,FAIL
O02189,S003,455.37,300,COMPLIANT,FAIL
O02192,S032,310.64000000000004,250,CARBON_VIOLATION,FAIL
O02202,S041,174.73,150,COMPLIANT,FAIL
O02204,S028,338.88,300,COMPLIANT,FAIL
O02205,S006,628.34,250,COMPLIANT,FAIL
O02207,S017,826.02,250,COMPLIANT,FAIL
O02211,S026,269.88,250,COMPLIANT,FAIL
O02213,S036,373.68,250,COMPLIANT,FAIL
O02215,S048,809.41,150,PROCESS_VIOLATION,FAIL
O02217,S047,603.63,300,COMPLIANT,FAIL
O02218,S014,380.6,300,COMPLIANT,FAIL
O02220,S048,766.01,250,COMPLIANT,FAIL
O02221,S025,857.7900000000001,300,COMPLIANT,FAIL
O02222,S006,628.34,300,COMPLIANT,FAIL
O02223,S021,388.3,300,CARBON_VIOLATION,FAIL
O02224,S021,168.3,150,PROCESS_VIOLATION,FAIL
O02226,S041,174.73,150,COMPLIANT,FAIL
O02227,S009,155.53,150,COMPLIANT,FAIL
O02228,S029,160.89,150,COMPLIANT,FAIL
O02229,S047,569.43,300,PROCESS_VIOLATION,FAIL
O02230,S021,190.3,150,COMPLIANT,FAIL
O02235,S024,656.58,150,COMPLIANT,FAIL
O02237,S006,307.94,150,COMPLIANT,FAIL
O02245,S029,160.89,150,COMPLIANT,FAIL
O02246,S015,156.56,150,COMPLIANT,FAIL
O02248,S001,155.7,150,COMPLIANT,FAIL
O02250,S011,409.48,300,CARBON_VIOLATION,FAIL
O02251,S023,395.36,300,CARBON_VIOLATION,FAIL
O02253,S024,321.78,300,DATA_QUALITY_ISSUE,FAIL
O02257,S033,494.2,250,DATA_QUALITY_ISSUE,FAIL
O02258,S044,332.16,250,COMPLIANT,FAIL
O02260,S016,155.7,150,COMPLIANT,FAIL
O02261,S015,536.5600000000001,150,COMPLIANT,FAIL
O02262,S029,160.89,150,COMPLIANT,FAIL
O02263,S048,766.01,250,COMPLIANT,FAIL
O02266,S014,776.6,150,COMPLIANT,FAIL
O02267,S006,307.94,250,COMPLIANT,FAIL
O02270,S027,164.35,150,COMPLIANT,FAIL
O02272,S005,321.78,150,COMPLIANT,FAIL
O02273,S025,420.39,250,COMPLIANT,FAIL
O02275,S036,222.48,150,COMPLIANT,FAIL
O02277,S024,656.58,250,CARBON_VIOLATION,FAIL
O02283,S044,159.36,150,PROCESS_VIOLATION,FAIL
O02287,S006,307.94,150,COMPLIANT,FAIL
O02289,S045,211.15,150,COMPLIANT,FAIL
O02290,S011,200.68,150,COMPLIANT,FAIL
O02291,S010,154.53,150,PROCESS_VIOLATION,FAIL
O02293,S017,241.02,150,COMPLIANT,FAIL
O02305,S030,166.08,150,COMPLIANT,FAIL
O02309,S021,190.3,150,COMPLIANT,FAIL
O02314,S022,247.39,150,COMPLIANT,FAIL
O02321,S023,193.76,150,COMPLIANT,FAIL
O02323,S033,494.2,300,COMPLIANT,FAIL
O02328,S006,183.34,150,COMPLIANT,FAIL
O02329,S010,174.73,150,COMPLIANT,FAIL
O02347,S024,693.78,150,PROCESS_VIOLATION,FAIL
O02348,S019,218.86,150,CARBON_VIOLATION,FAIL
O02349,S026,269.88,150,COMPLIANT,FAIL
O02353,S042,245.66000000000005,150,COMPLIANT,FAIL
O02354,S014,776.6,150,COMPLIANT,FAIL
O02358,S044,197.76,150,COMPLIANT,FAIL
O02364,S011,200.68,150,COMPLIANT,FAIL
O02366,S017,826.02,250,DATA_QUALITY_ISSUE,FAIL
O02377,S047,603.63,150,DATA_QUALITY_ISSUE,FAIL
O02380,S045,354.65,300,COMPLIANT,FAIL
O02384,S009,291.42999999999995,250,PROCESS_VIOLATION,FAIL
O02387,S042,245.66000000000005,150,COMPLIANT,FAIL
O02389,S045,723.65,150,COMPLIANT,FAIL
O02391,S036,762.48,250,COMPLIANT,FAIL
O02394,S044,677.76,250,COMPLIANT,FAIL
O02397,S012,208.27,150,CARBON_VIOLATION,FAIL
O02400,S033,242.2,150,DATA_QUALITY_ISSUE,FAIL
O02401,S031,257.69,250,CARBON_VIOLATION,FAIL
O02402,S044,332.16,300,COMPLIANT,FAIL
O02403,S015,536.5600000000001,150,COMPLIANT,FAIL
O02407,S037,455.37,150,COMPLIANT,FAIL
O02413,S024,656.58,300,COMPLIANT,FAIL
O02417,S037,223.17,150,COMPLIANT,FAIL
O02422,S026,269.88,250,COMPLIANT,FAIL
O02425,S044,677.76,300,COMPLIANT,FAIL
O02428,S048,766.01,150,CARBON_VIOLATION,FAIL
O02429,S026,519.48,300,PROCESS_VIOLATION,FAIL
O02432,S047,603.63,250,COMPLIANT,FAIL
O02436,S044,197.76,150,COMPLIANT,FAIL
O02440,S027,164.35,150,COMPLIANT,FAIL
O02441,S017,826.02,250,CARBON_VIOLATION,FAIL
O02450,S044,677.76,150,DATA_QUALITY_ISSUE,FAIL
O02451,S005,656.58,300,COMPLIANT,FAIL
O02453,S027,164.35,150,COMPLIANT,FAIL
O02459,S033,494.2,300,CARBON_VIOLATION,FAIL
O02464,S021,388.3,250,COMPLIANT,FAIL
O02465,S048,766.01,250,COMPLIANT,FAIL
O02470,S014,776.6,300,COMPLIANT,FAIL
O02471,S024,321.78,250,COMPLIANT,FAIL
O02473,S028,166.08,150,COMPLIANT,FAIL
O02475,S025,250.29,250,COMPLIANT,FAIL
O02478,S045,211.15,150,COMPLIANT,FAIL
O02480,S005,321.78,300,COMPLIANT,FAIL
O02485,S036,762.48,150,COMPLIANT,FAIL
O02486,S024,321.78,150,COMPLIANT,FAIL
O02489,S010,174.73,150,COMPLIANT,FAIL
O02490,S010,356.53,150,CARBON_VIOLATION,FAIL
O02491,S018,455.37,150,CARBON_VIOLATION,FAIL
O02495,S016,155.7,150,COMPLIANT,FAIL
O02496,S037,223.17,150,DATA_QUALITY_ISSUE,FAIL
O02497,S024,656.58,150,CARBON_VIOLATION,FAIL
O02498,S015,262.96,250,COMPLIANT,FAIL
O02499,S047,176.13,150,COMPLIANT,FAIL
O02500,S017,779.22,150,PROCESS_VIOLATION,FAIL
O02503,S025,857.7900000000001,150,COMPLIANT,FAIL
O02508,S017,826.02,300,COMPLIANT,FAIL
O02511,S029,328.29,300,COMPLIANT,FAIL
O02516,S014,776.6,250,COMPLIANT,FAIL
O02520,S030,338.88,300,COMPLIANT,FAIL
O02524,S006,628.34,300,COMPLIANT,FAIL
O02529,S021,190.3,150,COMPLIANT,FAIL
O02530,S029,160.89,150,COMPLIANT,FAIL
O02533,S014,776.6,150,COMPLIANT,FAIL
O02535,S015,536.5600000000001,250,CARBON_VIOLATION,FAIL
O02536,S034,296.52,150,CARBON_VIOLATION,FAIL
O02539,S021,190.3,150,COMPLIANT,FAIL
O02550,S024,656.58,150,COMPLIANT,FAIL
O02551,S010,174.73,150,COMPLIANT,FAIL
O02553,S045,723.65,250,COMPLIANT,FAIL
O02555,S036,762.48,250,COMPLIANT,FAIL
O02559,S015,262.96,150,COMPLIANT,FAIL
O02563,S047,176.13,150,COMPLIANT,FAIL
O02564,S047,603.63,150,CARBON_VIOLATION,FAIL
O02566,S005,656.58,300,COMPLIANT,FAIL
O02568,S001,155.7,150,COMPLIANT,FAIL
O02569,S002,444.78,150,COMPLIANT,FAIL
O02576,S047,176.13,150,COMPLIANT,FAIL
O02577,S005,656.58,150,COMPLIANT,FAIL
O02581,S018,455.37,300,COMPLIANT,FAIL
O02590,S014,776.6,250,DATA_QUALITY_ISSUE,FAIL
O02592,S005,656.58,250,COMPLIANT,FAIL
O02595,S014,776.6,250,CARBON_VIOLATION,FAIL
O02599,S047,295.83,250,COMPLIANT,FAIL
O02601,S025,857.7900000000001,150,COMPLIANT,FAIL
O02604,S036,762.48,300,COMPLIANT,FAIL
O02605,S014,776.6,150,COMPLIANT,FAIL
O02608,S021,388.3,250,CARBON_VIOLATION,FAIL
O02609,S009,261.23,150,COMPLIANT,FAIL
O02610,S017,826.02,150,COMPLIANT,FAIL
O02611,S029,179.49,150,PROCESS_VIOLATION,FAIL
O02614,S022,247.39,150,COMPLIANT,FAIL
O02617,S024,321.78,300,COMPLIANT,FAIL
O02622,S025,857.7900000000001,150,COMPLIANT,FAIL
O02628,S039,236.51,150,COMPLIANT,FAIL
O02629,S028,166.08,150,COMPLIANT,FAIL
O02630,S011,200.68,150,DATA_QUALITY_ISSUE,FAIL
O02633,S045,723.65,250,COMPLIANT,FAIL
O02635,S026,269.88,250,COMPLIANT,FAIL
O02636,S023,193.76,150,COMPLIANT,FAIL
O02641,S018,455.37,250,COMPLIANT,FAIL
O02644,S014,226.6,150,COMPLIANT,FAIL
O02646,S024,656.58,300,CARBON_VIOLATION,FAIL
O02648,S015,262.96,150,COMPLIANT,FAIL
O02649,S048,223.51,150,DATA_QUALITY_ISSUE,FAIL
O02650,S048,766.01,150,CARBON_VIOLATION,FAIL
O02651,S047,569.43,300,PROCESS_VIOLATION,FAIL
O02663,S014,226.6,150,COMPLIANT,FAIL
O02678,S050,384.77,300,CARBON_VIOLATION,FAIL
O02682,S017,241.02,150,COMPLIANT,FAIL
O02688,S026,301.08,300,PROCESS_VIOLATION,FAIL
O02690,S021,168.3,150,PROCESS_VIOLATION,FAIL
O02693,S044,197.76,150,COMPLIANT,FAIL
O02694,S002,217.98,150,COMPLIANT,FAIL
O02696,S044,677.76,150,COMPLIANT,FAIL
O02702,S045,354.65,250,COMPLIANT,FAIL
O02707,S010,174.73,150,COMPLIANT,FAIL
O02711,S009,155.53,150,COMPLIANT,FAIL
O02714,S048,809.41,250,PROCESS_VIOLATION,FAIL
O02721,S002,444.78,150,CARBON_VIOLATION,FAIL
O02723,S050,188.57,150,COMPLIANT,FAIL
O02726,S030,166.08,150,COMPLIANT,FAIL
O02730,S010,174.73,150,COMPLIANT,FAIL
O02733,S026,160.68,150,COMPLIANT,FAIL
O02734,S007,159.12,150,PROCESS_VIOLATION,FAIL
O02739,S026,269.88,250,DATA_QUALITY_ISSUE,FAIL
O02742,S010,174.73,150,COMPLIANT,FAIL
O02746,S037,223.17,150,COMPLIANT,FAIL
O02747,S033,242.2,150,DATA_QUALITY_ISSUE,FAIL
O02752,S014,380.6,150,COMPLIANT,FAIL
O02756,S042,245.66000000000005,150,COMPLIANT,FAIL
O02758,S009,261.23,150,COMPLIANT,FAIL
O02760,S015,262.96,250,COMPLIANT,FAIL
O02762,S009,261.23,250,COMPLIANT,FAIL
O02763,S024,656.58,150,COMPLIANT,FAIL
O02766,S013,197.22000000000003,150,COMPLIANT,FAIL
O02771,S048,766.01,300,COMPLIANT,FAIL
O02773,S015,262.96,150,COMPLIANT,FAIL
O02775,S017,404.8200000000001,300,COMPLIANT,FAIL
O02777,S018,223.17,150,COMPLIANT,FAIL
O02780,S024,656.58,150,COMPLIANT,FAIL
O02781,S009,533.03,250,DATA_QUALITY_ISSUE,FAIL
O02782,S023,193.76,150,DATA_QUALITY_ISSUE,FAIL
O02783,S036,373.68,300,COMPLIANT,FAIL
O02786,S003,455.37,300,CARBON_VIOLATION,FAIL
O02789,S030,338.88,250,DATA_QUALITY_ISSUE,FAIL
O02793,S006,628.34,250,COMPLIANT,FAIL
O02794,S045,723.65,250,COMPLIANT,FAIL
O02795,S005,656.58,300,COMPLIANT,FAIL
O02796,S015,536.5600000000001,250,COMPLIANT,FAIL
O02797,S005,321.78,300,COMPLIANT,FAIL
O02804,S048,766.01,250,CARBON_VIOLATION,FAIL
O02808,S043,250.63,150,CARBON_VIOLATION,FAIL
O02812,S003,455.37,250,COMPLIANT,FAIL
O02813,S024,656.58,300,COMPLIANT,FAIL
O02816,S049,353.0,250,CARBON_VIOLATION,FAIL
O02817,S045,682.65,150,PROCESS_VIOLATION,FAIL
O02818,S020,197.68,150,COMPLIANT,FAIL
O02819,S023,372.96,150,PROCESS_VIOLATION,FAIL
O02820,S042,245.66000000000005,150,COMPLIANT,FAIL
O02823,S017,194.22,150,PROCESS_VIOLATION,FAIL
O02824,S014,380.6,150,COMPLIANT,FAIL
O02826,S021,388.3,150,COMPLIANT,FAIL
O02827,S036,222.48,150,COMPLIANT,FAIL
O02830,S021,190.3,150,COMPLIANT,FAIL
O02832,S015,186.96,150,PROCESS_VIOLATION,FAIL
O02838,S016,317.7,250,CARBON_VIOLATION,FAIL
O02844,S016,155.7,150,COMPLIANT,FAIL
O02849,S024,321.78,250,COMPLIANT,FAIL
O02851,S015,156.56,150,DATA_QUALITY_ISSUE,FAIL
O02852,S025,857.7900000000001,150,COMPLIANT,FAIL
O02856,S004,272.13,250,PROCESS_VIOLATION,FAIL
O02858,S007,367.12,300,COMPLIANT,FAIL
O02859,S047,603.63,250,COMPLIANT,FAIL
O02861,S024,321.78,150,COMPLIANT,FAIL
O02863,S033,242.2,150,COMPLIANT,FAIL
O02865,S049,173.0,150,DATA_QUALITY_ISSUE,FAIL
O02866,S045,723.65,250,COMPLIANT,FAIL
O02868,S045,354.65,250,COMPLIANT,FAIL
O02869,S005,191.58,150,COMPLIANT,FAIL
O02876,S047,603.63,150,COMPLIANT,FAIL
O02878,S044,332.16,250,COMPLIANT,FAIL
O02880,S045,354.65,150,COMPLIANT,FAIL
O02881,S036,762.48,250,COMPLIANT,FAIL
O02882,S041,174.73,150,COMPLIANT,FAIL
O02886,S002,217.98,150,COMPLIANT,FAIL
O02890,S045,354.65,250,COMPLIANT,FAIL
O02893,S024,191.58,150,COMPLIANT,FAIL
O02895,S008,201.21,150,CARBON_VIOLATION,FAIL
O02899,S047,603.63,300,CARBON_VIOLATION,FAIL
O02904,S002,217.98,150,COMPLIANT,FAIL
O02905,S027,164.35,150,COMPLIANT,FAIL
O02907,S045,723.65,150,CARBON_VIOLATION,FAIL
O02914,S042,501.26,150,COMPLIANT,FAIL
O02915,S005,154.38,150,PROCESS_VIOLATION,FAIL
O02917,S007,179.92,150,COMPLIANT,FAIL
O02918,S044,677.76,250,COMPLIANT,FAIL
O02924,S016,155.7,150,COMPLIANT,FAIL
O02927,S005,284.58,250,PROCESS_VIOLATION,FAIL
O02929,S001,155.7,150,COMPLIANT,FAIL
O02935,S005,321.78,250,COMPLIANT,FAIL
O02938,S006,307.94,250,COMPLIANT,FAIL
O02944,S024,284.58,150,PROCESS_VIOLATION,FAIL
O02948,S037,223.17,150,COMPLIANT,FAIL
O02953,S030,166.08,150,COMPLIANT,FAIL
O02954,S017,404.8200000000001,150,COMPLIANT,FAIL
O02955,S010,174.73,150,COMPLIANT,FAIL
O02957,S047,295.83,150,COMPLIANT,FAIL
O02961,S049,173.0,150,COMPLIANT,FAIL
O02965,S014,226.6,150,COMPLIANT,FAIL
O02971,S047,295.83,250,COMPLIANT,FAIL
O02972,S030,338.88,150,COMPLIANT,FAIL
O02973,S017,241.02,150,COMPLIANT,FAIL
O02974,S017,872.82,250,PROCESS_VIOLATION,FAIL
O02977,S022,504.79,250,CARBON_VIOLATION,FAIL
O02984,S030,166.08,150,COMPLIANT,FAIL
O02986,S009,533.03,150,COMPLIANT,FAIL
O02987,S048,418.81,250,PROCESS_VIOLATION,FAIL
O02990,S032,152.24,150,COMPLIANT,FAIL
O02993,S042,245.66000000000005,150,COMPLIANT,FAIL
O02994,S045,211.15,150,COMPLIANT,FAIL
O02996,S005,656.58,250,COMPLIANT,FAIL
